time_tag,active,source,range,scale,sensitivity,manual_mode,sample_size,bt,bx_gse,by_gse,bz_gse,theta_gse,phi_gse,bx_gsm,by_gsm,bz_gsm,theta_gsm,phi_gsm,max_telemetry_flag,max_data_flag,overall_quality
177,True,DSCOVR,0.0,4.0,0.002,False,2892,4.06,-3.23,2.09,-1.19,-17.21,147.13,-3.23,1.3,-2.02,-30.12,158.06,0,0,0
178,True,DSCOVR,0.0,4.0,0.002,False,2850,4.02,-3.16,2.13,-1.24,-17.98,146.01,-3.16,1.32,-2.08,-31.29,157.36,0,0,0
179,True,DSCOVR,0.0,4.0,0.002,False,2800,4.08,-3.32,2.01,-1.2,-17.25,148.8,-3.32,1.23,-2.0,-29.44,159.73,0,0,0
180,True,DSCOVR,0.0,4.0,0.002,False,2850,4.11,-3.32,2.06,-1.26,-17.87,148.24,-3.32,1.24,-2.07,-30.23,159.5,0,0,0
181,True,DSCOVR,0.0,4.0,0.002,False,2900,4.13,-3.21,2.19,-1.37,-19.41,145.64,-3.21,1.31,-2.23,-32.73,157.75,0,0,0
182,True,DSCOVR,0.0,4.0,0.002,False,2908,4.08,-3.21,2.14,-1.27,-18.14,146.34,-3.21,1.31,-2.11,-31.3,157.77,0,0,0
183,True,DSCOVR,0.0,4.0,0.002,False,2992,4.08,-3.21,2.13,-1.28,-18.33,146.38,-3.21,1.3,-2.12,-31.45,157.91,0,0,0
184,True,DSCOVR,0.0,4.0,0.002,False,3000,4.02,-3.1,2.14,-1.37,-19.97,145.28,-3.1,1.27,-2.2,-33.38,157.69,0,0,0
185,True,DSCOVR,0.0,4.0,0.002,False,2850,4.03,-3.13,2.16,-1.27,-18.41,145.36,-3.13,1.33,-2.12,-31.96,156.93,0,0,0
186,True,DSCOVR,0.0,4.0,0.002,False,2850,3.9699999999999998,-3.19,2.0,-1.17,-17.31,147.95,-3.19,1.23,-1.96,-29.87,158.92,0,0,0
187,True,DSCOVR,0.0,4.0,0.002,False,2900,4.06,-3.36,1.94,-1.13,-16.29,150.09,-3.36,1.19,-1.9,-28.03,160.48,0,0,0
188,True,DSCOVR,0.0,4.0,0.002,False,2758,4.11,-3.3,2.08,-1.25,-17.71,147.84,-3.3,1.27,-2.06,-30.27,159.02,0,0,0
189,True,DSCOVR,0.0,4.0,0.002,False,2900,4.17,-3.33,2.13,-1.32,-18.49,147.41,-3.33,1.28,-2.15,-31.15,159.01,0,0,0
190,True,DSCOVR,0.0,4.0,0.002,False,2892,4.01,-3.16,2.04,-1.37,-20.04,147.14,-3.16,1.17,-2.16,-32.64,159.58,0,0,0
191,True,DSCOVR,0.0,4.0,0.002,False,3000,3.9699999999999998,-3.16,1.94,-1.38,-20.39,148.47,-3.16,1.08,-2.12,-32.37,161.08,0,0,0
192,True,DSCOVR,0.0,4.0,0.002,False,2850,3.9,-3.01,1.96,-1.48,-22.34,146.99,-3.01,1.05,-2.21,-34.74,160.71,0,0,0
193,True,DSCOVR,0.0,4.0,0.002,False,2950,3.94,-2.98,2.01,-1.5899999999999999,-23.82,145.97,-2.98,1.05,-2.34,-36.49,160.56,0,0,0
194,True,DSCOVR,0.0,4.0,0.002,False,2650,3.86,-2.86,2.08,-1.53,-23.43,144.01,-2.86,1.13,-2.32,-37.0,158.35,0,0,0
195,True,DSCOVR,0.0,4.0,0.002,False,3000,3.7800000000000002,-2.9,1.9100000000000001,-1.44,-22.43,146.67,-2.9,1.03,-2.16,-34.96,160.45,0,0,0
196,True,DSCOVR,0.0,4.0,0.002,False,2650,3.81,-2.89,2.01,-1.44,-22.23,145.11,-2.89,1.12,-2.21,-35.46,158.77,0,0,0
197,True,DSCOVR,0.0,4.0,0.002,False,2850,3.87,-2.9,1.9300000000000002,-1.6600000000000001,-25.44,146.42,-2.9,0.9500000000000001,-2.36,-37.71,161.98,0,0,0
198,True,DSCOVR,0.0,4.0,0.002,False,2858,3.9,-2.9699999999999998,1.8900000000000001,-1.63,-24.81,147.51,-2.9699999999999998,0.93,-2.32,-36.68,162.68,0,0,0
199,True,DSCOVR,0.0,4.0,0.002,False,2942,3.85,-2.98,2.13,-1.15,-17.41,144.45,-2.98,1.3599999999999999,-2.0,-31.44,155.49,0,0,0
200,True,DSCOVR,0.0,4.0,0.002,False,3000,3.84,-2.83,2.11,-1.49,-22.85,143.33,-2.83,1.18,-2.29,-36.76,157.31,0,0,0
201,True,DSCOVR,0.0,4.0,0.002,False,2900,3.87,-2.8,2.14,-1.58,-24.11,142.62,-2.8,1.17,-2.39,-38.18,157.33,0,0,0
202,True,DSCOVR,0.0,4.0,0.002,False,2950,3.84,-2.77,2.22,-1.44,-22.07,141.31,-2.77,1.3,-2.3,-36.92,154.79,0,0,0
203,True,DSCOVR,0.0,4.0,0.002,False,3000,3.86,-2.91,2.1,-1.37,-20.83,144.14,-2.91,1.23,-2.18,-34.62,157.0,0,0,0
204,True,DSCOVR,0.0,4.0,0.002,False,2808,3.77,-2.7800000000000002,2.09,-1.4,-21.96,143.06,-2.7800000000000002,1.21,-2.21,-36.08,156.52,0,0,0
205,True,DSCOVR,0.0,4.0,0.002,False,2992,3.75,-2.84,2.09,-1.22,-19.14,143.59,-2.84,1.29,-2.05,-33.34,155.52,0,0,0
206,True,DSCOVR,0.0,4.0,0.002,False,2850,3.73,-2.91,1.9300000000000002,-1.2,-19.04,146.42,-2.91,1.16,-1.96,-32.05,158.29,0,0,0
207,True,DSCOVR,0.0,4.0,0.002,False,2850,3.89,-3.22,1.98,-0.92,-13.66,148.39,-3.22,1.33,-1.73,-26.38,157.49,0,0,0
208,True,DSCOVR,0.0,4.0,0.002,False,3000,3.91,-3.38,1.75,-0.91,-13.52,152.63,-3.38,1.13,-1.62,-24.43,161.5,0,0,0
209,True,DSCOVR,0.0,4.0,0.002,False,3000,3.9699999999999998,-3.48,1.6600000000000001,-0.87,-12.72,154.54,-3.48,1.07,-1.54,-22.87,162.92,0,0,0
210,True,DSCOVR,0.0,4.0,0.002,False,3000,3.76,-3.38,1.49,-0.66,-10.19,156.16,-3.38,1.02,-1.28,-19.9,163.22,0,0,0
211,True,DSCOVR,0.0,4.0,0.002,False,2900,3.83,-3.44,1.51,-0.63,-9.47,156.36,-3.44,1.05,-1.25,-19.17,163.06,0,0,0
212,True,DSCOVR,0.0,4.0,0.002,False,2850,3.88,-3.56,1.48,-0.48,-7.13,157.4,-3.56,1.09,-1.11,-16.61,162.93,0,0,0
213,True,DSCOVR,0.0,4.0,0.002,False,2850,3.77,-3.41,1.48,-0.58,-8.95,156.56,-3.41,1.04,-1.2,-18.61,163.0,0,0,0
214,True,DSCOVR,0.0,4.0,0.002,False,2950,3.75,-3.26,1.49,-1.02,-15.91,155.48,-3.26,0.85,-1.5899999999999999,-25.28,165.4,0,0,0
215,True,DSCOVR,0.0,4.0,0.002,False,3000,3.7800000000000002,-3.27,1.71,-0.8,-12.19,152.36,-3.27,1.15,-1.5,-23.35,160.58,0,0,0
216,True,DSCOVR,0.0,4.0,0.002,False,2850,3.7800000000000002,-3.41,1.53,-0.52,-7.85,155.9,-3.41,1.12,-1.16,-17.91,161.86,1,0,0
217,True,DSCOVR,0.0,4.0,0.002,False,3000,3.84,-3.33,1.79,-0.68,-10.14,151.81,-3.33,1.27,-1.42,-21.74,159.07,1,0,0
218,True,DSCOVR,0.0,4.0,0.002,False,2850,3.84,-3.4,1.6400000000000001,-0.66,-9.95,154.25,-3.4,1.15,-1.34,-20.5,161.29,0,0,0
219,True,DSCOVR,0.0,4.0,0.002,False,2850,3.84,-3.43,1.6,-0.66,-9.86,154.93,-3.43,1.12,-1.32,-20.13,161.89,0,0,0
220,True,DSCOVR,0.0,4.0,0.002,False,3000,3.83,-3.37,1.5899999999999999,-0.87,-13.1,154.8,-3.37,1.01,-1.5,-23.08,163.33,0,0,0
221,True,DSCOVR,0.0,4.0,0.002,False,3000,3.92,-3.61,1.47,-0.45,-6.55,157.88,-3.61,1.1,-1.07,-15.86,163.1,0,0,0
222,True,DSCOVR,0.0,4.0,0.002,False,2850,3.93,-3.64,1.34,-0.58,-8.49,159.83,-3.64,0.92,-1.13,-16.73,165.8,0,0,0
223,True,DSCOVR,0.0,4.0,0.002,False,2900,3.88,-3.5700000000000003,1.4100000000000001,-0.49,-7.25,158.4,-3.5700000000000003,1.03,-1.08,-16.26,163.9,0,0,0
224,True,DSCOVR,0.0,4.0,0.002,False,2950,3.83,-3.48,1.53,-0.43,-6.42,156.32,-3.48,1.16,-1.08,-16.43,161.58,0,0,0
225,True,DSCOVR,0.0,4.0,0.002,False,2900,3.81,-3.43,1.57,-0.48,-7.23,155.5,-3.43,1.17,-1.1400000000000001,-17.51,161.19,0,0,0
226,True,DSCOVR,0.0,4.0,0.002,False,3000,3.75,-3.4,1.44,-0.55,-8.54,157.01,-3.4,1.03,-1.16,-18.01,163.2,0,0,0
227,True,DSCOVR,0.0,4.0,0.002,False,2950,3.59,-3.29,1.34,-0.42,-6.73,157.77,-3.29,1.0,-0.99,-16.06,163.07,0,0,0
228,True,DSCOVR,0.0,4.0,0.002,False,3000,3.77,-3.47,1.35,-0.56,-8.61,158.67,-3.47,0.9400000000000001,-1.12,-17.35,164.77,0,0,0
229,True,DSCOVR,0.0,4.0,0.002,False,3000,3.9699999999999998,-3.65,1.43,-0.62,-8.98,158.59,-3.65,0.99,-1.21,-17.7,164.87,0,0,0
230,True,DSCOVR,0.0,4.0,0.002,False,2600,3.7800000000000002,-3.48,1.28,-0.65,-9.95,159.78,-3.48,0.84,-1.17,-18.04,166.43,0,0,0
231,True,DSCOVR,0.0,4.0,0.002,False,2850,3.01,-2.6,1.44,-0.38,-7.36,151.01,-2.6,1.1,-1.0,-19.53,157.0,0,0,0
232,True,DSCOVR,0.0,4.0,0.002,False,2900,2.3,1.73,0.6900000000000001,-1.27,-34.3,21.79,1.73,0.03,-1.45,-39.9,1.05,0,0,0
233,True,DSCOVR,0.0,4.0,0.002,False,2750,1.9300000000000002,1.55,0.36,-1.08,-34.16,13.04,1.55,-0.18,-1.12,-35.77,353.52,0,0,0
234,True,DSCOVR,0.0,4.0,0.002,False,2800,1.8599999999999999,1.43,0.41000000000000003,-1.1,-36.51,15.83,1.43,-0.14,-1.16,-39.0,354.25,0,0,0
235,True,DSCOVR,0.0,4.0,0.002,False,2950,2.09,1.62,0.48,-1.24,-36.21,16.53,1.62,-0.14,-1.32,-39.06,355.08,0,0,0
236,True,DSCOVR,0.0,4.0,0.002,False,2700,2.06,1.57,0.48,-1.23,-36.84,16.84,1.57,-0.14,-1.31,-39.73,354.89,0,0,0
237,True,DSCOVR,0.0,4.0,0.002,False,3000,1.92,1.4100000000000001,0.43,-1.22,-39.49,17.05,1.4100000000000001,-0.17,-1.28,-41.99,353.05,0,0,0
238,True,DSCOVR,0.0,4.0,0.002,False,3000,1.76,1.24,0.34,-1.17,-42.48,15.14,1.24,-0.24,-1.2,-43.52,349.04,0,0,0
239,True,DSCOVR,0.0,4.0,0.002,False,2950,1.79,1.24,0.45,-1.2,-42.24,19.92,1.24,-0.15,-1.28,-45.49,353.18,0,0,0
240,True,DSCOVR,0.0,4.0,0.002,False,3000,1.92,1.28,0.55,-1.31,-43.11,23.23,1.28,-0.11,-1.42,-47.68,355.18,0,0,0
241,True,DSCOVR,0.0,4.0,0.002,False,3000,1.9100000000000001,1.21,0.65,-1.32,-43.71,28.35,1.21,-0.02,-1.47,-50.49,359.03,0,0,0
242,True,DSCOVR,0.0,4.0,0.002,False,2650,1.72,1.06,0.55,-1.22,-45.72,27.29,1.06,-0.07,-1.34,-51.54,356.08,0,0,0
243,True,DSCOVR,0.0,4.0,0.002,False,2758,2.52,2.24,-0.19,-1.08,-25.58,355.03,2.24,-0.67,-0.87,-20.38,343.47,0,0,0
244,True,DSCOVR,0.0,4.0,0.002,False,2992,2.26,1.87,0.22,-1.22,-32.92,6.83,1.87,-0.36,-1.18,-31.95,349.17,0,0,0
245,True,DSCOVR,0.0,4.0,0.002,False,3000,2.44,2.25,-0.06,-0.9400000000000001,-22.65,358.42,2.25,-0.48,-0.81,-19.33,347.86,0,0,0
246,True,DSCOVR,0.0,4.0,0.002,False,3000,2.62,2.42,0.15,-1.01,-22.52,3.58,2.42,-0.32,-0.96,-21.53,352.37,0,0,0
247,True,DSCOVR,0.0,4.0,0.002,False,3000,2.45,2.3,-0.09,-0.8200000000000001,-19.54,357.82,2.3,-0.45,-0.6900000000000001,-16.34,348.91,0,0,0
248,True,DSCOVR,0.0,4.0,0.002,False,3000,2.47,2.29,-0.16,-0.91,-21.59,355.97,2.29,-0.56,-0.73,-17.32,346.31,0,0,0
249,True,DSCOVR,0.0,4.0,0.002,False,2950,2.42,2.22,-0.22,-0.93,-22.73,354.32,2.22,-0.62,-0.73,-17.6,344.34,0,0,0
250,True,DSCOVR,0.0,4.0,0.002,False,2858,2.34,2.1,-0.27,-0.98,-24.85,352.67,2.1,-0.6900000000000001,-0.75,-18.74,341.87,0,0,0
251,True,DSCOVR,0.0,4.0,0.002,False,2742,2.49,2.12,-0.24,-1.34,-32.09,353.6,2.12,-0.8200000000000001,-1.08,-25.47,338.83,0,0,0
252,True,DSCOVR,0.0,4.0,0.002,False,2950,1.8599999999999999,1.53,-0.15,-1.04,-34.06,354.32,1.53,-0.61,-0.85,-27.47,338.31,0,0,0
253,True,DSCOVR,0.0,4.0,0.002,False,2900,2.7,2.2800000000000002,-0.21,-1.4100000000000001,-31.66,354.63,2.2800000000000002,-0.8300000000000001,-1.16,-25.54,339.92,0,0,0
254,True,DSCOVR,0.0,4.0,0.002,False,2700,2.88,2.51,-0.38,-1.35,-27.98,351.3,2.51,-0.9500000000000001,-1.03,-20.92,339.16,0,0,0
255,True,DSCOVR,0.0,4.0,0.002,False,3000,2.94,2.52,-0.4,-1.44,-29.39,350.99,2.52,-1.01,-1.1,-22.03,338.17,0,0,0
256,True,DSCOVR,0.0,4.0,0.002,False,2900,2.92,2.46,-0.63,-1.44,-29.61,345.67,2.46,-1.21,-1.0,-20.02,333.71,0,0,0
257,True,DSCOVR,0.0,4.0,0.002,False,2850,2.96,2.55,-0.5700000000000001,-1.38,-27.84,347.51,2.55,-1.13,-0.97,-19.22,336.11,0,0,0
258,True,DSCOVR,0.0,4.0,0.002,False,2900,2.9699999999999998,2.55,-0.6,-1.3900000000000001,-28.05,346.79,2.55,-1.17,-0.97,-19.11,335.41,0,0,0
259,True,DSCOVR,0.0,4.0,0.002,False,2950,2.91,2.49,-0.58,-1.3900000000000001,-28.48,346.99,2.49,-1.1400000000000001,-0.97,-19.58,335.36,0,0,0
260,True,DSCOVR,0.0,4.0,0.002,False,3000,2.84,2.41,-0.54,-1.4100000000000001,-29.68,347.35,2.41,-1.12,-1.01,-20.79,335.06,0,0,0
261,True,DSCOVR,0.0,4.0,0.002,False,3000,2.95,2.38,-0.7000000000000001,-1.57,-32.31,343.69,2.38,-1.33,-1.08,-21.64,330.77,0,0,0
262,True,DSCOVR,0.0,4.0,0.002,False,3000,2.85,2.29,-0.53,-1.5899999999999999,-34.11,347.06,2.29,-1.19,-1.18,-24.57,332.54,0,0,0
263,True,DSCOVR,0.0,4.0,0.002,False,2850,2.73,2.25,-0.64,-1.3900000000000001,-30.79,344.19,2.25,-1.2,-0.9500000000000001,-20.5,331.95,0,0,0
264,True,DSCOVR,0.0,4.0,0.002,False,3000,2.8,2.42,-0.48,-1.3,-27.83,348.87,2.42,-1.02,-0.9500000000000001,-19.81,337.27,0,0,0
265,True,DSCOVR,0.0,4.0,0.002,False,2850,3.11,3.08,0.05,-0.4,-7.36,0.9500000000000001,3.08,-0.13,-0.38,-6.99,357.5,0,0,0
266,True,DSCOVR,0.0,4.0,0.002,False,2750,3.43,3.4,0.04,-0.49,-8.14,0.6900000000000001,3.4,-0.18,-0.45,-7.57,356.91,0,0,0
267,True,DSCOVR,0.0,4.0,0.002,False,2950,3.35,3.31,0.11,-0.48,-8.3,1.92,3.31,-0.12,-0.48,-8.27,357.94,0,0,0
268,True,DSCOVR,0.0,4.0,0.002,False,2700,3.21,3.18,0.01,-0.41000000000000003,-7.34,0.13,3.18,-0.18,-0.37,-6.6,356.79,0,0,0
269,True,DSCOVR,0.0,4.0,0.002,False,2850,2.9699999999999998,2.95,0.05,-0.21,-4.12,1.04,2.95,-0.05,-0.21,-4.15,359.07,0,0,0
270,True,DSCOVR,0.0,4.0,0.002,False,3000,3.41,3.38,0.05,-0.4,-6.71,0.87,3.38,-0.13,-0.38,-6.38,357.73,0,0,0
271,True,DSCOVR,0.0,4.0,0.002,False,2908,3.52,3.49,0.01,-0.44,-7.22,0.23,3.49,-0.19,-0.4,-6.54,356.93,0,0,0
272,True,DSCOVR,0.0,4.0,0.002,False,2992,3.62,3.55,-0.24,-0.67,-10.62,356.2,3.55,-0.51,-0.49,-7.77,351.8,0,0,0
273,True,DSCOVR,0.0,4.0,0.002,False,2850,3.68,3.55,-0.38,-0.9,-14.15,353.94,3.55,-0.74,-0.63,-9.92,348.2,0,0,0
274,True,DSCOVR,0.0,4.0,0.002,False,2750,3.68,3.5700000000000003,-0.28,-0.86,-13.58,355.53,3.5700000000000003,-0.64,-0.65,-10.11,349.85,0,0,0
275,True,DSCOVR,0.0,4.0,0.002,False,2750,3.45,3.35,-0.2,-0.77,-12.85,356.56,3.35,-0.52,-0.59,-9.92,351.1,0,0,0
276,True,DSCOVR,0.0,4.0,0.002,False,2900,3.69,3.6,-0.47000000000000003,-0.63,-9.88,352.51,3.6,-0.71,-0.35000000000000003,-5.48,348.88,0,0,0
277,True,DSCOVR,0.0,4.0,0.002,False,2850,3.56,3.49,-0.62,-0.32,-5.22,349.98,3.49,-0.7000000000000001,-0.01,-0.19,348.72,0,0,0
278,True,DSCOVR,0.0,4.0,0.002,False,2999,3.45,3.37,-0.64,-0.31,-5.18,349.18,3.37,-0.72,0.01,0.19,348.01,0,0,0
279,True,DSCOVR,0.0,4.0,0.002,False,2850,2.89,2.7800000000000002,-0.46,-0.62,-12.45,350.5,2.7800000000000002,-0.6900000000000001,-0.35000000000000003,-6.91,345.96,0,0,0
280,True,DSCOVR,0.0,4.0,0.002,False,2750,2.62,2.5,-0.36,-0.67,-14.76,351.76,2.5,-0.62,-0.43,-9.52,346.02,0,0,0
281,True,DSCOVR,0.0,4.0,0.002,False,2850,2.61,2.45,-0.44,-0.74,-16.62,349.77,2.45,-0.73,-0.47000000000000003,-10.34,343.44,0,0,0
282,True,DSCOVR,0.0,4.0,0.002,False,2750,2.61,2.39,-0.29,-1.01,-22.72,353.18,2.39,-0.71,-0.77,-17.23,343.51,0,0,0
283,True,DSCOVR,0.0,4.0,0.002,False,3000,2.5300000000000002,2.32,-0.32,-0.96,-22.24,352.1,2.32,-0.72,-0.71,-16.34,342.83,0,0,0
284,True,DSCOVR,0.0,4.0,0.002,False,3000,2.4,2.24,-0.36,-0.78,-18.9,350.93,2.24,-0.67,-0.54,-12.88,343.4,0,0,0
285,True,DSCOVR,0.0,4.0,0.002,False,2850,2.41,2.27,-0.4,-0.6900000000000001,-16.57,350.04,2.27,-0.66,-0.44,-10.42,343.71,0,0,0
286,True,DSCOVR,0.0,4.0,0.002,False,2909,2.49,2.36,-0.55,-0.5700000000000001,-13.13,346.82,2.36,-0.75,-0.26,-5.96,342.44,0,0,0
287,True,DSCOVR,0.0,4.0,0.002,False,2991,2.56,2.44,-0.52,-0.5700000000000001,-12.97,348.04,2.44,-0.72,-0.28,-6.35,343.58,0,0,0
288,True,DSCOVR,0.0,4.0,0.002,False,2700,2.7,2.48,-0.9400000000000001,-0.49,-10.38,339.29,2.48,-1.06,-0.02,-0.34,336.94,0,0,0
289,True,DSCOVR,0.0,4.0,0.002,False,2800,2.55,2.36,-0.79,-0.54,-12.26,341.52,2.36,-0.9500000000000001,-0.13,-2.9699999999999998,338.13,0,0,0
290,True,DSCOVR,0.0,4.0,0.002,False,3000,2.55,2.34,-0.79,-0.63,-14.28,341.44,2.34,-0.98,-0.21,-4.78,337.21,0,0,0
291,True,DSCOVR,0.0,4.0,0.002,False,2850,2.52,2.2800000000000002,-0.71,-0.8,-18.45,342.78,2.2800000000000002,-0.99,-0.4,-9.1,336.59,0,0,0
292,True,DSCOVR,0.0,4.0,0.002,False,2900,2.54,2.3,-0.5,-0.93,-21.61,347.72,2.3,-0.86,-0.61,-13.99,339.43,0,0,0
293,True,DSCOVR,0.0,4.0,0.002,False,2950,2.56,2.32,-0.55,-0.92,-21.19,346.79,2.32,-0.9,-0.59,-13.23,338.83,0,0,0
294,True,DSCOVR,0.0,4.0,0.002,False,3000,2.58,2.29,-0.55,-1.03,-23.6,346.5,2.29,-0.9500000000000001,-0.68,-15.28,337.47,0,0,0
295,True,DSCOVR,0.0,4.0,0.002,False,2450,2.44,2.14,-0.64,-0.97,-23.33,343.32,2.14,-1.0,-0.58,-13.75,334.9,0,0,0
296,True,DSCOVR,0.0,4.0,0.002,False,2900,2.45,2.14,-0.8200000000000001,-0.85,-20.44,339.08,2.14,-1.11,-0.4,-9.46,332.54,0,0,0
297,True,DSCOVR,0.0,4.0,0.002,False,2850,2.69,2.37,-0.98,-0.8,-17.36,337.47,2.37,-1.24,-0.28,-6.04,332.44,0,0,0
298,True,DSCOVR,0.0,4.0,0.002,False,2950,2.77,2.43,-1.04,-0.8,-16.91,336.79,2.43,-1.29,-0.26,-5.37,332.03,0,0,0
299,True,DSCOVR,0.0,4.0,0.002,False,2900,2.74,2.42,-1.01,-0.81,-17.11,337.33,2.42,-1.26,-0.28,-5.77,332.43,0,0,0
300,True,DSCOVR,0.0,4.0,0.002,False,2950,2.71,2.39,-1.0,-0.81,-17.35,337.36,2.39,-1.25,-0.28,-6.01,332.35,0,0,0
301,True,DSCOVR,0.0,4.0,0.002,False,2809,2.83,2.49,-1.02,-0.88,-18.2,337.64,2.49,-1.31,-0.34,-6.91,332.25,0,0,0
302,True,DSCOVR,0.0,4.0,0.002,False,2991,2.8,2.47,-0.85,-0.99,-20.64,341.0,2.47,-1.2,-0.51,-10.45,334.13,0,0,0
303,True,DSCOVR,0.0,4.0,0.002,False,2850,2.81,2.46,-0.53,-1.25,-26.36,347.8,2.46,-1.03,-0.88,-18.35,337.32,0,0,0
304,True,DSCOVR,0.0,4.0,0.002,False,3000,2.79,2.51,-0.64,-1.02,-21.45,345.72,2.51,-1.02,-0.63,-13.11,337.84,0,0,0
305,True,DSCOVR,0.0,4.0,0.002,False,2750,2.76,2.48,-0.71,-0.97,-20.66,344.1,2.48,-1.06,-0.56,-11.75,336.8,0,0,0
306,True,DSCOVR,0.0,4.0,0.002,False,2900,2.85,2.5,-1.01,-0.91,-18.7,337.98,2.5,-1.31,-0.37,-7.55,332.35,0,0,0
307,True,DSCOVR,0.0,4.0,0.002,False,2909,2.81,2.5300000000000002,-0.52,-1.06,-22.26,348.38,2.5300000000000002,-0.93,-0.72,-14.95,339.76,0,0,0
308,True,DSCOVR,0.0,4.0,0.002,False,2991,2.85,2.54,-0.42,-1.22,-25.3,350.72,2.54,-0.91,-0.91,-18.64,340.33,0,0,0
309,True,DSCOVR,0.0,4.0,0.002,False,3000,2.81,2.51,-0.36,-1.2,-25.4,351.73,2.51,-0.86,-0.92,-19.16,341.14,0,0,0
310,True,DSCOVR,0.0,4.0,0.002,False,2750,2.83,2.49,-0.37,-1.29,-27.1,351.49,2.49,-0.9,-0.99,-20.58,340.11,0,0,0
311,True,DSCOVR,0.0,4.0,0.002,False,2800,2.77,2.51,-0.15,-1.13,-24.27,356.68,2.51,-0.63,-0.9500000000000001,-20.25,345.95,0,0,0
312,True,DSCOVR,0.0,4.0,0.002,False,2650,2.84,2.52,-0.35000000000000003,-1.24,-25.93,352.14,2.52,-0.86,-0.96,-19.82,341.26,0,0,0
313,True,DSCOVR,0.0,4.0,0.002,False,2900,2.81,2.61,-0.25,-0.98,-20.57,354.61,2.61,-0.65,-0.78,-16.09,345.96,0,0,0
314,True,DSCOVR,0.0,4.0,0.002,False,3000,2.83,2.61,-0.11,-1.09,-22.61,357.64,2.61,-0.5700000000000001,-0.93,-19.2,347.62,0,0,0
315,True,DSCOVR,0.0,4.0,0.002,False,2700,2.91,2.5300000000000002,0.2,-1.43,-29.39,4.47,2.5300000000000002,-0.45,-1.37,-28.1,349.97,0,0,0
316,True,DSCOVR,0.0,4.0,0.002,False,2700,3.0,2.42,0.29,-1.73,-35.33,6.93,2.42,-0.49,-1.6800000000000002,-34.27,348.54,0,0,0
317,True,DSCOVR,0.0,4.0,0.002,False,2650,2.9,2.33,0.39,-1.67,-35.22,9.52,2.33,-0.38,-1.67,-35.29,350.81,0,0,0
318,True,DSCOVR,0.0,4.0,0.002,False,3000,2.88,2.25,0.17,-1.77,-38.18,4.44,2.25,-0.62,-1.67,-35.65,344.66,0,0,0
319,True,DSCOVR,0.0,4.0,0.002,False,2859,2.75,2.2,-0.52,-1.53,-34.18,346.82,2.2,-1.13,-1.16,-25.05,332.76,0,0,0
320,True,DSCOVR,0.0,4.0,0.002,False,2641,2.62,2.14,0.09,-1.5,-34.89,2.52,2.14,-0.5700000000000001,-1.3900000000000001,-32.05,345.18,0,0,0
321,True,DSCOVR,0.0,4.0,0.002,False,3000,2.62,2.21,-0.05,-1.4100000000000001,-32.57,358.71,2.21,-0.66,-1.25,-28.45,343.39,0,0,0
322,True,DSCOVR,0.0,4.0,0.002,False,2650,2.63,2.2,-0.04,-1.42,-32.91,358.94,2.2,-0.65,-1.26,-28.85,343.4,0,0,0
323,True,DSCOVR,0.0,4.0,0.002,False,3000,2.54,2.11,0.21,-1.34,-32.22,5.58,2.11,-0.39,-1.29,-31.06,349.4,0,0,0
324,True,DSCOVR,0.0,4.0,0.002,False,3000,2.51,2.25,0.04,-1.11,-26.33,0.91,2.25,-0.45,-1.02,-23.94,348.66,0,0,0
325,True,DSCOVR,0.0,4.0,0.002,False,2950,2.52,2.26,-0.02,-1.09,-25.81,359.49,2.26,-0.49,-0.98,-22.88,347.72,0,0,0
326,True,DSCOVR,0.0,4.0,0.002,False,3000,2.59,2.39,-0.21,-0.98,-22.25,355.05,2.39,-0.61,-0.79,-17.86,345.64,0,0,0
327,True,DSCOVR,0.0,4.0,0.002,False,2900,2.79,2.46,-0.58,-1.18,-25.0,346.83,2.46,-1.03,-0.81,-16.95,337.3,0,0,0
328,True,DSCOVR,0.0,4.0,0.002,False,2950,2.95,2.6,-0.77,-1.17,-23.29,343.4,2.6,-1.2,-0.72,-14.06,335.15,0,0,0
329,True,DSCOVR,0.0,4.0,0.002,False,2900,2.99,2.64,-0.91,-1.05,-20.64,340.92,2.64,-1.28,-0.55,-10.7,334.17,0,0,0
330,True,DSCOVR,0.0,4.0,0.002,False,2750,2.95,2.5,-1.16,-1.04,-20.6,335.12,2.5,-1.49,-0.43,-8.48,329.15,0,0,0
331,True,DSCOVR,0.0,4.0,0.002,False,2800,2.96,2.42,-1.3599999999999999,-1.02,-20.15,330.65,2.42,-1.67,-0.33,-6.45,325.43,0,0,0
332,True,DSCOVR,0.0,4.0,0.002,False,2759,2.81,2.31,-0.79,-0.9,-20.23,341.24,2.31,-1.1,-0.47000000000000003,-10.49,334.63,0,0,0
333,True,DSCOVR,0.0,4.0,0.002,False,2741,2.3,1.9100000000000001,0.45,-1.19,-31.31,13.21,1.9100000000000001,-0.11,-1.27,-33.59,356.73,0,0,0
334,True,DSCOVR,0.0,4.0,0.002,False,2900,2.23,1.83,0.4,-1.19,-32.46,12.36,1.83,-0.15,-1.25,-34.21,355.3,0,0,0
335,True,DSCOVR,0.0,4.0,0.002,False,3000,2.5300000000000002,2.07,0.46,-1.37,-32.86,12.42,2.07,-0.18,-1.43,-34.58,355.13,0,0,0
